,exist,x,y,width,height,Raw data ID,copyrighter,resolution,date,breed,age,gender,region,camera type,species,lesions,diagnosis,Path,identifier,src_path,label_path,type,fileformat,inspRejectYn
21,Y,930,306,365,533,IMG_D_A2_054442.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
22,Y,648,248,527,340,IMG_D_A2_054443.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
23,Y,569,284,610,248,IMG_D_A2_054444.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
24,Y,846,522,430,258,IMG_D_A2_054445.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
25,Y,670,605,220,271,IMG_D_A2_054446.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
26,Y,608,430,254,171,IMG_D_A2_054447.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
27,Y,488,313,318,383,IMG_D_A2_054448.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
28,Y,914,326,148,132,IMG_D_A2_054449.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
29,Y,681,32,421,221,IMG_D_A2_054450.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,3,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
30,Y,587,375,369,280,IMG_D_A2_054452.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,6,M,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
31,Y,322,236,280,190,IMG_D_A2_054453.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,6,M,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
32,Y,1082,340,201,384,IMG_D_A2_054454.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,6,M,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
33,Y,862,526,332,169,IMG_D_A2_054455.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,6,M,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
34,Y,530,186,280,150,IMG_D_A2_054456.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,6,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
35,Y,763,481,305,168,IMG_D_A2_054457.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,7,M,H,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
36,Y,846,408,198,252,IMG_D_A2_054458.jpg,㈜미소정보기술,1920X1080,2021-11-02,푸들,7,M,H,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
37,Y,560,418,510,198,IMG_D_A2_054459.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,1,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
38,Y,1139,673,174,127,IMG_D_A2_054460.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
39,Y,1237,706,180,97,IMG_D_A2_054461.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
40,Y,465,337,78,84,IMG_D_A2_054462.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
41,Y,617,152,109,75,IMG_D_A2_054463.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
42,Y,348,116,68,60,IMG_D_A2_054464.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
43,Y,556,289,100,68,IMG_D_A2_054465.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
44,Y,435,356,171,74,IMG_D_A2_054466.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
45,Y,1297,190,148,143,IMG_D_A2_054467.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
46,Y,833,455,278,153,IMG_D_A2_054468.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
47,Y,820,391,227,356,IMG_D_A2_054469.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
48,Y,714,581,157,112,IMG_D_A2_054470.jpg,㈜미소정보기술,1920X1080,2021-11-03,말티즈,5,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
49,Y,727,373,288,126,IMG_D_A2_054471.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
50,Y,602,357,115,114,IMG_D_A2_054472.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
51,Y,610,280,145,106,IMG_D_A2_054473.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
52,Y,642,156,194,243,IMG_D_A2_054474.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
53,Y,566,178,220,149,IMG_D_A2_054475.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
54,Y,1101,260,181,260,IMG_D_A2_054476.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
55,Y,487,433,580,342,IMG_D_A2_054477.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
56,Y,731,603,133,121,IMG_D_A2_054478.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
57,Y,614,414,158,122,IMG_D_A2_054479.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
58,Y,986,227,143,120,IMG_D_A2_054480.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
59,Y,1056,616,184,155,IMG_D_A2_054482.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
60,Y,693,406,149,117,IMG_D_A2_054483.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
61,Y,1063,592,179,116,IMG_D_A2_054484.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
62,Y,172,390,309,259,IMG_D_A2_054485.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
63,Y,726,601,113,91,IMG_D_A2_054486.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
64,Y,465,595,243,157,IMG_D_A2_054487.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
65,Y,813,254,143,103,IMG_D_A2_054488.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
66,Y,35,303,148,125,IMG_D_A2_054489.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
67,Y,447,637,205,138,IMG_D_A2_054490.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
68,Y,702,327,139,100,IMG_D_A2_054491.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
69,Y,982,82,165,125,IMG_D_A2_054492.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,1,F,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
70,Y,1037,600,174,152,IMG_D_A2_054493.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,M,B,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
71,Y,1275,507,159,78,IMG_D_A2_054494.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
72,Y,811,726,146,106,IMG_D_A2_054495.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
73,Y,1218,518,140,108,IMG_D_A2_054496.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,M,A,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
74,Y,1002,414,82,65,IMG_D_A2_054497.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
75,Y,1261,356,107,111,IMG_D_A2_054499.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
76,Y,1074,408,78,76,IMG_D_A2_054500.jpg,㈜미소정보기술,1920X1080,2021-11-03,장모치와와,2,F,L,IMG,D,A2,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,/라벨링데이터/반려견/피부/일반카메라/유증상/A2_비듬_각질_상피성잔고리,json,jpg,N
